T = 0.99, Acceptance = 71%
T = 0.99, Acceptance = 72%
T = 0.99, Acceptance = 73%
T = 0.99, Acceptance = 73%
T = 0.99, Acceptance = 74%
T = 0.99, Acceptance = 74%
T = 0.99, Acceptance = 75%
T = 0.99, Acceptance = 75%
T = 0.99, Acceptance = 75%
T = 0.99, Acceptance = 76%
T = 0.99, Acceptance = 76%
T = 0.9801, Acceptance = 1%
T = 0.9801, Acceptance = 1%
T = 0.9801, Acceptance = 2%
T = 0.9801, Acceptance = 3%
T = 0.9801, Acceptance = 4%
T = 0.9801, Acceptance = 5%
T = 0.9801, Acceptance = 5%
T = 0.9801, Acceptance = 6%
T = 0.9801, Acceptance = 7%
T = 0.9801, Acceptance = 8%
T = 0.9801, Acceptance = 9%
T = 0.9801, Acceptance = 10%
T = 0.9801, Acceptance = 10%
T = 0.9801, Acceptance = 11%
T = 0.9801, Acceptance = 12%
T = 0.9801, Acceptance = 13%
T = 0.9801, Acceptance = 14%
T = 0.9801, Acceptance = 15%
T = 0.9801, Acceptance = 16%
T = 0.9801, Acceptance = 16%
T = 0.9801, Acceptance = 17%
T = 0.9801, Acceptance = 18%
T = 0.9801, Acceptance = 19%
T = 0.9801, Acceptance = 20%
T = 0.9801, Acceptance = 21%
T = 0.9801, Acceptance = 22%
T = 0.9801, Acceptance = 23%
T = 0.9801, Acceptance = 24%
T = 0.9801, Acceptance = 25%
T = 0.9801, Acceptance = 25%
T = 0.9801, Acceptance = 26%
T = 0.9801, Acceptance = 27%
T = 0.9801, Acceptance = 27%
T = 0.9801, Acceptance = 28%
T = 0.9801, Acceptance = 29%
T = 0.9801, Acceptance = 30%
T = 0.9801, Acceptance = 31%
T = 0.9801, Acceptance = 32%
T = 0.9801, Acceptance = 32%
T = 0.9801, Acceptance = 33%
T = 0.9801, Acceptance = 34%
T = 0.9801, Acceptance = 35%
T = 0.9801, Acceptance = 35%
T = 0.9801, Acceptance = 36%
T = 0.9801, Acceptance = 37%
T = 0.9801, Acceptance = 38%
T = 0.9801, Acceptance = 39%
T = 0.9801, Acceptance = 40%
T = 0.9801, Acceptance = 40%
T = 0.9801, Acceptance = 41%
T = 0.9801, Acceptance = 42%
T = 0.9801, Acceptance = 43%
T = 0.9801, Acceptance = 44%
T = 0.9801, Acceptance = 44%
T = 0.9801, Acceptance = 45%
T = 0.9801, Acceptance = 46%
T = 0.9801, Acceptance = 47%
T = 0.9801, Acceptance = 48%
T = 0.9801, Acceptance = 49%
T = 0.9801, Acceptance = 50%
T = 0.9801, Acceptance = 51%
T = 0.9801, Acceptance = 52%
T = 0.9801, Acceptance = 53%
T = 0.9801, Acceptance = 53%
T = 0.9801, Acceptance = 54%
T = 0.9801, Acceptance = 55%
T = 0.9801, Acceptance = 56%
T = 0.9801, Acceptance = 57%
T = 0.9801, Acceptance = 57%
T = 0.9801, Acceptance = 57%
T = 0.9801, Acceptance = 57%
T = 0.9801, Acceptance = 57%
T = 0.9801, Acceptance = 58%
T = 0.9801, Acceptance = 59%
T = 0.9801, Acceptance = 60%
T = 0.9801, Acceptance = 61%
T = 0.9801, Acceptance = 62%
T = 0.9801, Acceptance = 63%
T = 0.9801, Acceptance = 64%
T = 0.9801, Acceptance = 65%
T = 0.9801, Acceptance = 65%
T = 0.9801, Acceptance = 66%
T = 0.9801, Acceptance = 67%
T = 0.9801, Acceptance = 68%
T = 0.9801, Acceptance = 69%
T = 0.9801, Acceptance = 70%
T = 0.9801, Acceptance = 70%
T = 0.9801, Acceptance = 71%
T = 0.9801, Acceptance = 72%
T = 0.9801, Acceptance = 73%
T = 0.9801, Acceptance = 73%
T = 0.9801, Acceptance = 74%
T = 0.9801, Acceptance = 75%
T = 0.9801, Acceptance = 76%
T = 0.9801, Acceptance = 77%
T = 0.9801, Acceptance = 78%
T = 0.9801, Acceptance = 79%
T = 0.9801, Acceptance = 80%
T = 0.9801, Acceptance = 81%
T = 0.9801, Acceptance = 82%
T = 0.970299, Acceptance = 1%
T = 0.970299, Acceptance = 1%
T = 0.970299, Acceptance = 2%
T = 0.970299, Acceptance = 3%
T = 0.970299, Acceptance = 3%
T = 0.970299, Acceptance = 4%
T = 0.970299, Acceptance = 5%
T = 0.970299, Acceptance = 6%
T = 0.970299, Acceptance = 7%
T = 0.970299, Acceptance = 8%
T = 0.970299, Acceptance = 8%
T = 0.970299, Acceptance = 9%
T = 0.970299, Acceptance = 10%
T = 0.970299, Acceptance = 11%
T = 0.970299, Acceptance = 11%
T = 0.970299, Acceptance = 12%
T = 0.970299, Acceptance = 13%
T = 0.970299, Acceptance = 14%
T = 0.970299, Acceptance = 15%
T = 0.970299, Acceptance = 16%
T = 0.970299, Acceptance = 16%
T = 0.970299, Acceptance = 17%
T = 0.970299, Acceptance = 18%
T = 0.970299, Acceptance = 19%
T = 0.970299, Acceptance = 20%
T = 0.970299, Acceptance = 21%
T = 0.970299, Acceptance = 21%
T = 0.970299, Acceptance = 22%
T = 0.970299, Acceptance = 22%
T = 0.970299, Acceptance = 23%
T = 0.970299, Acceptance = 23%
T = 0.970299, Acceptance = 24%
T = 0.970299, Acceptance = 25%
T = 0.970299, Acceptance = 26%
T = 0.970299, Acceptance = 27%
T = 0.970299, Acceptance = 28%
T = 0.970299, Acceptance = 29%
T = 0.970299, Acceptance = 30%
T = 0.970299, Acceptance = 31%
T = 0.970299, Acceptance = 31%
T = 0.970299, Acceptance = 32%
T = 0.970299, Acceptance = 33%
T = 0.970299, Acceptance = 34%
T = 0.970299, Acceptance = 34%
T = 0.970299, Acceptance = 35%
T = 0.970299, Acceptance = 36%
T = 0.970299, Acceptance = 36%
T = 0.970299, Acceptance = 36%
T = 0.970299, Acceptance = 37%
T = 0.970299, Acceptance = 38%
T = 0.970299, Acceptance = 39%
T = 0.970299, Acceptance = 40%
T = 0.970299, Acceptance = 40%
T = 0.970299, Acceptance = 40%
T = 0.970299, Acceptance = 40%
T = 0.970299, Acceptance = 40%
T = 0.970299, Acceptance = 41%
T = 0.970299, Acceptance = 42%
T = 0.970299, Acceptance = 43%
T = 0.970299, Acceptance = 44%
T = 0.970299, Acceptance = 45%
T = 0.970299, Acceptance = 46%
T = 0.970299, Acceptance = 47%
T = 0.970299, Acceptance = 48%
T = 0.970299, Acceptance = 49%
T = 0.970299, Acceptance = 49%
T = 0.970299, Acceptance = 50%
T = 0.970299, Acceptance = 51%
T = 0.970299, Acceptance = 52%
T = 0.970299, Acceptance = 53%
T = 0.970299, Acceptance = 54%
T = 0.970299, Acceptance = 55%
T = 0.970299, Acceptance = 56%
T = 0.970299, Acceptance = 57%
T = 0.970299, Acceptance = 57%
T = 0.970299, Acceptance = 57%
T = 0.970299, Acceptance = 57%
T = 0.970299, Acceptance = 58%
T = 0.970299, Acceptance = 59%
T = 0.970299, Acceptance = 59%
T = 0.970299, Acceptance = 60%
T = 0.970299, Acceptance = 61%
T = 0.970299, Acceptance = 62%
T = 0.970299, Acceptance = 63%
T = 0.970299, Acceptance = 64%
T = 0.970299, Acceptance = 65%
T = 0.970299, Acceptance = 66%
T = 0.970299, Acceptance = 67%
T = 0.970299, Acceptance = 68%
T = 0.970299, Acceptance = 69%
T = 0.970299, Acceptance = 70%
T = 0.970299, Acceptance = 71%
T = 0.970299, Acceptance = 72%
T = 0.970299, Acceptance = 73%
T = 0.970299, Acceptance = 74%
T = 0.970299, Acceptance = 75%
T = 0.970299, Acceptance = 76%
T = 0.970299, Acceptance = 77%
T = 0.970299, Acceptance = 78%
T = 0.970299, Acceptance = 79%
T = 0.960596, Acceptance = 1%
T = 0.960596, Acceptance = 2%
T = 0.960596, Acceptance = 3%
T = 0.960596, Acceptance = 4%
T = 0.960596, Acceptance = 5%
T = 0.960596, Acceptance = 6%
T = 0.960596, Acceptance = 7%
T = 0.960596, Acceptance = 8%
T = 0.960596, Acceptance = 8%
T = 0.960596, Acceptance = 8%
T = 0.960596, Acceptance = 9%
T = 0.960596, Acceptance = 10%
T = 0.960596, Acceptance = 11%
T = 0.960596, Acceptance = 12%
T = 0.960596, Acceptance = 13%
T = 0.960596, Acceptance = 14%
T = 0.960596, Acceptance = 15%
T = 0.960596, Acceptance = 16%
T = 0.960596, Acceptance = 16%
T = 0.960596, Acceptance = 17%
T = 0.960596, Acceptance = 17%
T = 0.960596, Acceptance = 18%
T = 0.960596, Acceptance = 19%
T = 0.960596, Acceptance = 20%
T = 0.960596, Acceptance = 21%
T = 0.960596, Acceptance = 22%
T = 0.960596, Acceptance = 23%
T = 0.960596, Acceptance = 24%
T = 0.960596, Acceptance = 24%
T = 0.960596, Acceptance = 25%
T = 0.960596, Acceptance = 26%
T = 0.960596, Acceptance = 27%
T = 0.960596, Acceptance = 28%
T = 0.960596, Acceptance = 29%
T = 0.960596, Acceptance = 30%
T = 0.960596, Acceptance = 31%
T = 0.960596, Acceptance = 32%
T = 0.960596, Acceptance = 33%
T = 0.960596, Acceptance = 34%
T = 0.960596, Acceptance = 34%
T = 0.960596, Acceptance = 35%
T = 0.960596, Acceptance = 36%
T = 0.960596, Acceptance = 37%
T = 0.960596, Acceptance = 38%
T = 0.960596, Acceptance = 39%
T = 0.960596, Acceptance = 39%
T = 0.960596, Acceptance = 40%
T = 0.960596, Acceptance = 41%
T = 0.960596, Acceptance = 42%
T = 0.960596, Acceptance = 43%
T = 0.960596, Acceptance = 44%
T = 0.960596, Acceptance = 44%
T = 0.960596, Acceptance = 45%
T = 0.960596, Acceptance = 45%
T = 0.960596, Acceptance = 45%
T = 0.960596, Acceptance = 46%
T = 0.960596, Acceptance = 46%
T = 0.960596, Acceptance = 47%
T = 0.960596, Acceptance = 48%
T = 0.960596, Acceptance = 49%
T = 0.960596, Acceptance = 49%
T = 0.960596, Acceptance = 50%
T = 0.960596, Acceptance = 51%
T = 0.960596, Acceptance = 52%
T = 0.960596, Acceptance = 53%
T = 0.960596, Acceptance = 53%
T = 0.960596, Acceptance = 54%
T = 0.960596, Acceptance = 54%
T = 0.960596, Acceptance = 55%
T = 0.960596, Acceptance = 55%
T = 0.960596, Acceptance = 55%
T = 0.960596, Acceptance = 56%
T = 0.960596, Acceptance = 57%
T = 0.960596, Acceptance = 58%
T = 0.960596, Acceptance = 59%
T = 0.960596, Acceptance = 59%
T = 0.960596, Acceptance = 60%
T = 0.960596, Acceptance = 61%
T = 0.960596, Acceptance = 62%
T = 0.960596, Acceptance = 63%
T = 0.960596, Acceptance = 64%
T = 0.960596, Acceptance = 65%
T = 0.960596, Acceptance = 66%
T = 0.960596, Acceptance = 67%
T = 0.960596, Acceptance = 68%
T = 0.960596, Acceptance = 69%
T = 0.960596, Acceptance = 70%
T = 0.960596, Acceptance = 71%
T = 0.960596, Acceptance = 72%
T = 0.960596, Acceptance = 72%
T = 0.960596, Acceptance = 73%
T = 0.960596, Acceptance = 74%
T = 0.960596, Acceptance = 75%
T = 0.960596, Acceptance = 75%
T = 0.960596, Acceptance = 76%
T = 0.960596, Acceptance = 77%
T = 0.960596, Acceptance = 78%
T = 0.960596, Acceptance = 79%
T = 0.960596, Acceptance = 80%
T = 0.960596, Acceptance = 81%
T = 0.95099, Acceptance = 0%
T = 0.95099, Acceptance = 1%
T = 0.95099, Acceptance = 2%
T = 0.95099, Acceptance = 3%
T = 0.95099, Acceptance = 4%
T = 0.95099, Acceptance = 5%
T = 0.95099, Acceptance = 6%
T = 0.95099, Acceptance = 7%
T = 0.95099, Acceptance = 8%
T = 0.95099, Acceptance = 9%
T = 0.95099, Acceptance = 10%
T = 0.95099, Acceptance = 11%
T = 0.95099, Acceptance = 12%
T = 0.95099, Acceptance = 13%
T = 0.95099, Acceptance = 14%
T = 0.95099, Acceptance = 15%
T = 0.95099, Acceptance = 16%
T = 0.95099, Acceptance = 17%
T = 0.95099, Acceptance = 18%
T = 0.95099, Acceptance = 19%
T = 0.95099, Acceptance = 20%
T = 0.95099, Acceptance = 21%
T = 0.95099, Acceptance = 22%
T = 0.95099, Acceptance = 23%
T = 0.95099, Acceptance = 24%
T = 0.95099, Acceptance = 24%
T = 0.95099, Acceptance = 25%
T = 0.95099, Acceptance = 26%
T = 0.95099, Acceptance = 27%
T = 0.95099, Acceptance = 27%
T = 0.95099, Acceptance = 28%
T = 0.95099, Acceptance = 29%
T = 0.95099, Acceptance = 30%
T = 0.95099, Acceptance = 31%
T = 0.95099, Acceptance = 32%
T = 0.95099, Acceptance = 33%
T = 0.95099, Acceptance = 34%
T = 0.95099, Acceptance = 35%
T = 0.95099, Acceptance = 36%
T = 0.95099, Acceptance = 37%
T = 0.95099, Acceptance = 38%
T = 0.95099, Acceptance = 39%
T = 0.95099, Acceptance = 40%
T = 0.95099, Acceptance = 41%
T = 0.95099, Acceptance = 41%
T = 0.95099, Acceptance = 42%
T = 0.95099, Acceptance = 43%
T = 0.95099, Acceptance = 44%
T = 0.95099, Acceptance = 45%
T = 0.95099, Acceptance = 46%
T = 0.95099, Acceptance = 47%
T = 0.95099, Acceptance = 47%
T = 0.95099, Acceptance = 48%
T = 0.95099, Acceptance = 49%
T = 0.95099, Acceptance = 50%
T = 0.95099, Acceptance = 51%
T = 0.95099, Acceptance = 52%
T = 0.95099, Acceptance = 53%
T = 0.95099, Acceptance = 54%
T = 0.95099, Acceptance = 55%
T = 0.95099, Acceptance = 56%
T = 0.95099, Acceptance = 57%
T = 0.95099, Acceptance = 58%
T = 0.95099, Acceptance = 59%
T = 0.95099, Acceptance = 60%
T = 0.95099, Acceptance = 61%
T = 0.95099, Acceptance = 62%
T = 0.95099, Acceptance = 63%
T = 0.95099, Acceptance = 64%
T = 0.95099, Acceptance = 65%
T = 0.95099, Acceptance = 66%
T = 0.95099, Acceptance = 67%
T = 0.95099, Acceptance = 68%
T = 0.95099, Acceptance = 69%
T = 0.95099, Acceptance = 70%
T = 0.95099, Acceptance = 70%
T = 0.95099, Acceptance = 70%
T = 0.95099, Acceptance = 71%
T = 0.95099, Acceptance = 72%
T = 0.95099, Acceptance = 73%
T = 0.95099, Acceptance = 74%
T = 0.95099, Acceptance = 75%
T = 0.95099, Acceptance = 76%
T = 0.95099, Acceptance = 77%
T = 0.95099, Acceptance = 78%
T = 0.95099, Acceptance = 79%
T = 0.95099, Acceptance = 80%
T = 0.95099, Acceptance = 80%
T = 0.95099, Acceptance = 81%
T = 0.95099, Acceptance = 82%
T = 0.95099, Acceptance = 83%
T = 0.95099, Acceptance = 84%
T = 0.95099, Acceptance = 85%
T = 0.95099, Acceptance = 86%
T = 0.95099, Acceptance = 87%
T = 0.95099, Acceptance = 88%
T = 0.95099, Acceptance = 89%
T = 0.95099, Acceptance = 90%
T = 0.95099, Acceptance = 91%
T = 0.95099, Acceptance = 92%
T = 0.94148, Acceptance = 0%
T = 0.94148, Acceptance = 0%
T = 0.94148, Acceptance = 1%
T = 0.94148, Acceptance = 1%
T = 0.94148, Acceptance = 2%
T = 0.94148, Acceptance = 3%
T = 0.94148, Acceptance = 3%
T = 0.94148, Acceptance = 4%
T = 0.94148, Acceptance = 4%
T = 0.94148, Acceptance = 5%
T = 0.94148, Acceptance = 6%
T = 0.94148, Acceptance = 7%
T = 0.94148, Acceptance = 8%
T = 0.94148, Acceptance = 9%
T = 0.94148, Acceptance = 10%
T = 0.94148, Acceptance = 11%
T = 0.94148, Acceptance = 12%
T = 0.94148, Acceptance = 13%
T = 0.94148, Acceptance = 14%
T = 0.94148, Acceptance = 15%
T = 0.94148, Acceptance = 15%
T = 0.94148, Acceptance = 15%
T = 0.94148, Acceptance = 15%
T = 0.94148, Acceptance = 16%
T = 0.94148, Acceptance = 17%
T = 0.94148, Acceptance = 18%
T = 0.94148, Acceptance = 19%
T = 0.94148, Acceptance = 20%
T = 0.94148, Acceptance = 20%
T = 0.94148, Acceptance = 21%
T = 0.94148, Acceptance = 22%
T = 0.94148, Acceptance = 23%
T = 0.94148, Acceptance = 24%
T = 0.94148, Acceptance = 25%
T = 0.94148, Acceptance = 25%
T = 0.94148, Acceptance = 25%
T = 0.94148, Acceptance = 25%
T = 0.94148, Acceptance = 26%
T = 0.94148, Acceptance = 26%
T = 0.94148, Acceptance = 26%
T = 0.94148, Acceptance = 26%
T = 0.94148, Acceptance = 27%
T = 0.94148, Acceptance = 27%
T = 0.94148, Acceptance = 28%
T = 0.94148, Acceptance = 29%
T = 0.94148, Acceptance = 30%
T = 0.94148, Acceptance = 31%
T = 0.94148, Acceptance = 32%
T = 0.94148, Acceptance = 33%
T = 0.94148, Acceptance = 34%
T = 0.94148, Acceptance = 35%
T = 0.94148, Acceptance = 36%
T = 0.94148, Acceptance = 37%
T = 0.94148, Acceptance = 38%
T = 0.94148, Acceptance = 39%
T = 0.94148, Acceptance = 40%
T = 0.94148, Acceptance = 40%
T = 0.94148, Acceptance = 41%
T = 0.94148, Acceptance = 42%
T = 0.94148, Acceptance = 43%
T = 0.94148, Acceptance = 44%
T = 0.94148, Acceptance = 44%
T = 0.94148, Acceptance = 45%
T = 0.94148, Acceptance = 46%
T = 0.94148, Acceptance = 47%
T = 0.94148, Acceptance = 47%
T = 0.94148, Acceptance = 48%
T = 0.94148, Acceptance = 49%
T = 0.94148, Acceptance = 50%
T = 0.94148, Acceptance = 50%
T = 0.94148, Acceptance = 51%
T = 0.94148, Acceptance = 52%
T = 0.94148, Acceptance = 53%
T = 0.94148, Acceptance = 54%
T = 0.94148, Acceptance = 54%
T = 0.94148, Acceptance = 55%
T = 0.94148, Acceptance = 56%
T = 0.94148, Acceptance = 57%
T = 0.94148, Acceptance = 58%
T = 0.94148, Acceptance = 59%
T = 0.94148, Acceptance = 60%
T = 0.94148, Acceptance = 61%
T = 0.94148, Acceptance = 62%
T = 0.94148, Acceptance = 62%
T = 0.94148, Acceptance = 63%
T = 0.94148, Acceptance = 64%
T = 0.94148, Acceptance = 65%
T = 0.94148, Acceptance = 66%
T = 0.94148, Acceptance = 67%
T = 0.94148, Acceptance = 68%
T = 0.94148, Acceptance = 69%
T = 0.94148, Acceptance = 70%
T = 0.94148, Acceptance = 70%
T = 0.94148, Acceptance = 71%
T = 0.94148, Acceptance = 72%
T = 0.94148, Acceptance = 73%
T = 0.94148, Acceptance = 74%
T = 0.94148, Acceptance = 75%
T = 0.94148, Acceptance = 76%
T = 0.94148, Acceptance = 77%
T = 0.932065, Acceptance = 1%
T = 0.932065, Acceptance = 2%
T = 0.932065, Acceptance = 3%
T = 0.932065, Acceptance = 4%
T = 0.932065, Acceptance = 5%
T = 0.932065, Acceptance = 6%
T = 0.932065, Acceptance = 6%
T = 0.932065, Acceptance = 7%
T = 0.932065, Acceptance = 8%
T = 0.932065, Acceptance = 9%
T = 0.932065, Acceptance = 10%
T = 0.932065, Acceptance = 11%
T = 0.932065, Acceptance = 12%
T = 0.932065, Acceptance = 12%
T = 0.932065, Acceptance = 12%
T = 0.932065, Acceptance = 13%
T = 0.932065, Acceptance = 14%
T = 0.932065, Acceptance = 15%
T = 0.932065, Acceptance = 16%
T = 0.932065, Acceptance = 17%
T = 0.932065, Acceptance = 18%
T = 0.932065, Acceptance = 18%
T = 0.932065, Acceptance = 19%
T = 0.932065, Acceptance = 20%
T = 0.932065, Acceptance = 21%
T = 0.932065, Acceptance = 22%
T = 0.932065, Acceptance = 22%
T = 0.932065, Acceptance = 23%
T = 0.932065, Acceptance = 24%
T = 0.932065, Acceptance = 24%
T = 0.932065, Acceptance = 25%
T = 0.932065, Acceptance = 26%
T = 0.932065, Acceptance = 27%
T = 0.932065, Acceptance = 28%
T = 0.932065, Acceptance = 29%
T = 0.932065, Acceptance = 30%
T = 0.932065, Acceptance = 31%
T = 0.932065, Acceptance = 32%
T = 0.932065, Acceptance = 33%
T = 0.932065, Acceptance = 33%
T = 0.932065, Acceptance = 33%
T = 0.932065, Acceptance = 34%
T = 0.932065, Acceptance = 35%
T = 0.932065, Acceptance = 36%
T = 0.932065, Acceptance = 37%
T = 0.932065, Acceptance = 38%
T = 0.932065, Acceptance = 38%
T = 0.932065, Acceptance = 38%
T = 0.932065, Acceptance = 38%
T = 0.932065, Acceptance = 39%
T = 0.932065, Acceptance = 40%
T = 0.932065, Acceptance = 41%
T = 0.932065, Acceptance = 42%
T = 0.932065, Acceptance = 42%
T = 0.932065, Acceptance = 42%
T = 0.932065, Acceptance = 43%
T = 0.932065, Acceptance = 44%
T = 0.932065, Acceptance = 45%
T = 0.932065, Acceptance = 46%
T = 0.932065, Acceptance = 47%
T = 0.932065, Acceptance = 48%
T = 0.932065, Acceptance = 49%
T = 0.932065, Acceptance = 50%
T = 0.932065, Acceptance = 51%
T = 0.932065, Acceptance = 52%
T = 0.932065, Acceptance = 52%
T = 0.932065, Acceptance = 53%
T = 0.932065, Acceptance = 54%
T = 0.932065, Acceptance = 55%
T = 0.932065, Acceptance = 56%
T = 0.932065, Acceptance = 57%
T = 0.932065, Acceptance = 58%
T = 0.932065, Acceptance = 59%
T = 0.932065, Acceptance = 60%
T = 0.932065, Acceptance = 61%
T = 0.932065, Acceptance = 62%
T = 0.932065, Acceptance = 63%
T = 0.932065, Acceptance = 64%
T = 0.932065, Acceptance = 65%
T = 0.932065, Acceptance = 65%
T = 0.932065, Acceptance = 65%
T = 0.932065, Acceptance = 66%
T = 0.932065, Acceptance = 67%
T = 0.932065, Acceptance = 67%
T = 0.932065, Acceptance = 67%
T = 0.932065, Acceptance = 68%
T = 0.932065, Acceptance = 69%
T = 0.932065, Acceptance = 69%
T = 0.932065, Acceptance = 70%
T = 0.932065, Acceptance = 71%
T = 0.932065, Acceptance = 72%
T = 0.932065, Acceptance = 73%
T = 0.932065, Acceptance = 73%
T = 0.932065, Acceptance = 74%
T = 0.932065, Acceptance = 75%
T = 0.932065, Acceptance = 76%
T = 0.932065, Acceptance = 77%
T = 0.932065, Acceptance = 77%
T = 0.932065, Acceptance = 78%
T = 0.932065, Acceptance = 79%
T = 0.922745, Acceptance = 1%
T = 0.922745, Acceptance = 2%
T = 0.922745, Acceptance = 3%
T = 0.922745, Acceptance = 4%
T = 0.922745, Acceptance = 5%
T = 0.922745, Acceptance = 6%
T = 0.922745, Acceptance = 7%
T = 0.922745, Acceptance = 8%
T = 0.922745, Acceptance = 9%
T = 0.922745, Acceptance = 10%
T = 0.922745, Acceptance = 10%
T = 0.922745, Acceptance = 11%
T = 0.922745, Acceptance = 12%
T = 0.922745, Acceptance = 13%
T = 0.922745, Acceptance = 14%
T = 0.922745, Acceptance = 15%
T = 0.922745, Acceptance = 16%
T = 0.922745, Acceptance = 17%
T = 0.922745, Acceptance = 18%
T = 0.922745, Acceptance = 19%
T = 0.922745, Acceptance = 20%
T = 0.922745, Acceptance = 21%
T = 0.922745, Acceptance = 22%
T = 0.922745, Acceptance = 23%
T = 0.922745, Acceptance = 24%
T = 0.922745, Acceptance = 25%
T = 0.922745, Acceptance = 26%
T = 0.922745, Acceptance = 27%
T = 0.922745, Acceptance = 28%
T = 0.922745, Acceptance = 29%
T = 0.922745, Acceptance = 29%
T = 0.922745, Acceptance = 30%
T = 0.922745, Acceptance = 31%
T = 0.922745, Acceptance = 32%
T = 0.922745, Acceptance = 33%
T = 0.922745, Acceptance = 34%
T = 0.922745, Acceptance = 35%
T = 0.922745, Acceptance = 36%
T = 0.922745, Acceptance = 37%
T = 0.922745, Acceptance = 38%
T = 0.922745, Acceptance = 39%
T = 0.922745, Acceptance = 40%
T = 0.922745, Acceptance = 41%
T = 0.922745, Acceptance = 42%
T = 0.922745, Acceptance = 43%
T = 0.922745, Acceptance = 44%
T = 0.922745, Acceptance = 45%
T = 0.922745, Acceptance = 46%
T = 0.922745, Acceptance = 47%
T = 0.922745, Acceptance = 48%
T = 0.922745, Acceptance = 48%
T = 0.922745, Acceptance = 48%
T = 0.922745, Acceptance = 49%
T = 0.922745, Acceptance = 50%
T = 0.922745, Acceptance = 51%
T = 0.922745, Acceptance = 52%
T = 0.922745, Acceptance = 53%
T = 0.922745, Acceptance = 54%
T = 0.922745, Acceptance = 55%
T = 0.922745, Acceptance = 55%
T = 0.922745, Acceptance = 56%
T = 0.922745, Acceptance = 56%
T = 0.922745, Acceptance = 57%
T = 0.922745, Acceptance = 58%
T = 0.922745, Acceptance = 59%
T = 0.922745, Acceptance = 60%
T = 0.922745, Acceptance = 61%
T = 0.922745, Acceptance = 62%
T = 0.922745, Acceptance = 63%
T = 0.922745, Acceptance = 64%
T = 0.922745, Acceptance = 65%
T = 0.922745, Acceptance = 66%
T = 0.922745, Acceptance = 67%
T = 0.922745, Acceptance = 68%
T = 0.922745, Acceptance = 69%
T = 0.922745, Acceptance = 70%
T = 0.922745, Acceptance = 71%
T = 0.922745, Acceptance = 72%
T = 0.922745, Acceptance = 73%
T = 0.922745, Acceptance = 74%
T = 0.922745, Acceptance = 75%
T = 0.922745, Acceptance = 76%
T = 0.922745, Acceptance = 77%
